HComment,HCommenter,HContribute,HDate,HThanks,HTime,HTravelType,HTravelerRating,h_Hotel_name,h_reviewer_address,h_reviewer_id,h_title_comment,h_url
"Tôi có thể nói gì. Jong & Lisa là những người hoàn hảo nhất. Tôi đã được chào đón trong gia đình xinh đẹp của họ, tham gia cùng họ vào một buổi sáng cà phê, Jong đưa tôi đến ngắm cảnh đẹp của thành phố xinh đẹp của anh ấy và tôi thậm chí đã được đối xử với một bữa ăn nấu với gia đình. Căn phòng tôi ở lại thật tráng lệ. Tôi rất buồn khi nói lời tạm biệt với hai người bạn rất tốt. Tôi rất khuyên bạn nên Hillside Homestay. Cảm ơn tất cả các bạn đã chăm sóc tôi và làm cho kỳ nghỉ của tôi ở Huế nổi bật trong chuyến đi của tôi.",659nicholasj,10,Tháng 4 năm 2018,1, đã viết đánh giá vào thg 6 2018,Đã du lịch một mình,5,HillSide Homestay Hue,"Leeds, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/659nicholasj,Điểm nổi bật của chuyến thăm Việt Nam của tôi,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or5-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi đặt một phòng đôi cho 2 đêm, có 2 bữa sáng, mua vé xe buýt cho Hà Nội và thuê 2 chiếc xe đạp trong 2 ngày và chỉ chi 500 K đồng. Mọi người thật sự tử tế, đặc biệt là mẹ với con gái, chúng tôi có thời gian vui vẻ bên nhau. Nơi này là gần trung tâm và thành của Huè, bạn thực sự nên xem xét cuốn sách nơi này!",Shikasoge,12,Tháng 4 năm 2017,5, đã viết đánh giá vào thg 4 2017,Đã du lịch với bạn bè,5,Thanh An 3 Guesthouse,"Mestre, Ý",https://www.tripadvisor.com.vn/Profile/Shikasoge,"20 € Cho tất cả mọi thứ, nơi tuyệt vời",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10308724-Reviews-or5-Thanh_An_3_Guesthouse-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi đã ở cùng Lisa và Yong vài tuần nay. Tổng lượt truy cập sẽ kéo dài hơn 3 tuần. Họ giống như gia đình với tôi.

Nhà là siêu thoải mái và ở một vị trí tốt đẹp để khám phá ngôi đền Phật giáo gần đó, bao gồm cả đền thờ của TNH. Nhưng có hơn 100 ngôi đền trong khu phố này.

Lisa và Yong đi ra khỏi con đường của họ để làm những điều tốt đẹp cho khách hàng của họ. Chỉ trong vài ngày qua họ đã giúp tôi nhận được một thẻ điện thoại, chăm sóc sửa chữa may, giúp tôi tìm nhà hàng và đưa tôi đến hai chuyến tham quan cá nhân tại ngôi làng của họ gần đó. Ồ, và đã dạy tôi cách đi xe máy.

Ăn sáng là ngon. Các giường rất thoải mái. Dịch vụ giặt là miễn phí và hoàn hảo. Sân hiên trên tầng thượng là một thiên đường. Tôi thực sự sẽ không nhớ ở đây.

Huế thực sự là một thành phố tuyệt vời, Boston hay Kyoto của Việt Nam. Trung tâm văn hóa và giáo dục. Người ta có thể ở lại trong một thời gian rất dài ở đây và tận hưởng nó.",JebbieSmalls,71,Tháng 4 năm 2018,35, đã viết đánh giá vào thg 4 2018,Đã du lịch một mình,5,HillSide Homestay Hue,"Zürich, Thụy Sỹ",https://www.tripadvisor.com.vn/Profile/JebbieSmalls,trải nghiệm địa phương hàng đầu,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or5-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Nơi của Lisa và Yong rất đặc biệt. Phòng biệt thự là một phòng ngủ lớn, phòng khách và hiên nhà. Họ mời chúng tôi đến bữa tiệc sinh nhật của Lisa và bữa tối gia đình. Yong và chồng tôi chơi nhạc cùng nhau. Chúng tôi rất thích hai đứa con và chó mang tên Mục Họ giúp chúng tôi với các tour du lịch và mọi thứ chúng tôi cần ngay cả khi đặt phòng ở Phong Nha và đưa chúng tôi đến đó với giá cả hợp lý.",steinbergka@icloud.com,22,Tháng 3 năm 2018,8, đã viết đánh giá vào thg 3 2018,Đã du lịch theo đôi,5,HillSide Homestay Hue,"Boise, Idaho",https://www.tripadvisor.com.vn/Profile/steinbergka,Homestay tốt nhất bao giờ hết,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or5-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi ở lại với Lisa và Yong trong gần hai tuần và đây là một trong những trải nghiệm Homestay yêu thích của tôi. Tôi bị thương trong khi ở Việt Nam (trước khi tôi đến Huế tôi đã phá vỡ bàn chân của tôi, vì vậy tôi đến với nạng và một diễn viên) và gia đình đã đi qua một ở trên để chăm sóc cho tôi. Họ đưa tôi đến bệnh viện hai lần, cho tôi uống thuốc, cho tôi xem trong xe của họ (họ có thể giúp đỡ về vận chuyển) và đưa tôi đến những viên đá quý địa phương, đưa tôi đến quán cà phê họ ghé thăm mỗi buổi sáng, giúp tôi sắp xếp các tour du lịch có thể chịu đựng chấn thương của tôi, đã dạy tôi cách nấu một món ăn địa phương, và đưa tôi vào gia đình của họ.

Nếu bạn đang tìm kiếm một trải nghiệm địa phương thực sự, nơi bạn có thể làm quen với chủ nhà của mình và hiểu rõ hơn về Việt Nam, gia đình này là sự lựa chọn tốt nhất! Họ là loại, chu đáo, hữu ích và họ có một nhà hàng ngon ngay dưới lầu.

Vị trí của ngôi nhà cũng tuyệt vời. Rất gần với nhiều ngôi mộ nổi tiếng, nhưng trong một phần đẹp, tách biệt hơn của thị trấn. Không phải là một chiếc xe đạp xấu đi vào thành phố chính. Một trong những phần yêu thích của tôi là phòng. Đó là căn phòng đẹp nhất mà tôi đã ở. Căn hộ có khu vực tiếp khách dễ thương, ban công nhìn ra nhà bếp, giường thoải mái và phòng tắm riêng rất hiện đại. Tôi rất muốn giới thiệu ở đây, nó sẽ là một trong những điểm nổi bật của chuyến đi của bạn chắc chắn!",Jacquie M,1,Tháng 10 năm 2017,1, đã viết đánh giá vào thg 10 2017,Đã du lịch một mình,5,HillSide Homestay Hue,N/A,https://www.tripadvisor.com.vn/Profile/881jacquiem,"Nhà đẹp, máy chủ địa phương trở nên giống như gia đình",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or5-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi ở lại một tuần với 2 đứa con của chúng tôi, tuổi từ 3 đến 11 tháng. Chúng tôi ở trong căn hộ 2 giường ở tầng trên cùng. Có 2 phòng ngủ lớn, một phòng khách nhỏ, khu vực bếp nhỏ, nhà vệ sinh riêng biệt và phòng tắm riêng biệt cũng có máy giặt. Có ban công lớn với chỗ ngồi nhìn ra khu vực và bảo vệ khỏi mưa khi được che chắn !
Khu vực nhà bếp có thiết bị cơ bản và tủ lạnh nhỏ. Tuy nhiên bạn có thể sử dụng bếp chính ở tầng dưới và chúng tôi mượn lò vi sóng, máy xay sinh tố, vv khi chúng tôi cần.

Gia đình có 2 con, 1 con trai 10 tuổi, là một người nói tiếng Anh xuất sắc (BJ) và một cậu bé nhỏ hơn 2 tuổi thường xuyên đến chơi với cô bé của chúng tôi (JB). Gia đình đã dậy sớm nhưng khi chúng tôi có con nhỏ chúng tôi đã quá vì vậy điều này đã không làm phiền chúng tôi. Ngoài ra còn có một gia đình cockerel - tiếc là ông dường như nghĩ rằng bình minh là 4: 30 sáng! Khu phố nói chung khá yên tĩnh nhưng một buổi sáng hàng xóm đã bắt đầu hát karaoke vào sáng sớm!

Ngôi nhà nằm cạnh nhà hàng gia đình và quý khách ra khỏi nơi nghỉ này qua lối vào của nhà hàng. Đây cũng là nơi bạn ăn sáng. Ăn trưa và ăn tối có thể được cung cấp, chúng tôi ăn trong đêm đầu tiên của chúng tôi và nó đã được sử dụng tốt. Các nhà hàng thường xuyên được người dân địa phương và dường như là một điểm phổ biến. Có một số đêm mà các bữa tiệc được tổ chức và trong khi những điều này khá ồn ào, nó không làm phiền chúng tôi và chúng tôi đã có thể ngủ. Các giường khá cứng theo tiêu chuẩn ở Việt Nam.

Khi chúng tôi đến nơi, ban đầu chúng tôi được nhìn thấy một căn phòng khác khi gia đình chủ nhà lo lắng về con của chúng tôi trên cầu thang (họ mở cửa vì căn hộ là một phần của ngôi nhà hơn là phía sau một cánh cửa riêng biệt). Tuy nhiên chúng tôi đã giải thích rằng chúng tôi cần 2 phòng ngủ và thực hiện một cổng thay đổi cho bé ra khỏi một số ghế. Các máy chủ được cung cấp để mua một cổng em bé nhưng chúng tôi nói rằng sự thay đổi làm cho chúng tôi đã thực hiện là tốt. Đây là sự khởi đầu của gia đình chủ nhà đi trên và xa hơn trong suốt thời gian của chúng tôi.

Gia đình có xe đạp mà bạn có thể mượn miễn phí và họ mua thêm ghế trẻ em để gắn vào một trong những chiếc xe đạp vì chúng tôi có 2 trẻ em cần chỗ ngồi và họ chỉ có 1 ghế. Khi chiếc xe đạp của tôi bị hư hại trong bãi đậu xe, nó đã được thay thế ngay bằng một chiếc xe đạp khác. Những chiếc xe đạp là điều cần thiết cho gia đình chúng tôi để có được xung quanh như là homestay là một chút ra khỏi thị trấn và họ đã cho chúng tôi sự độc lập để có được về.

Ăn sáng được cung cấp mỗi ngày, chúng tôi thường được đưa ra một cái gì đó khác nhau mỗi ngày và chúng tôi không biết những gì chúng tôi đã nhận được cho đến khi chúng tôi ngồi xuống. Gia đình có một số thành viên nữ của nhân viên nấu ăn sáng và xung quanh nhà và nhà hàng cả ngày. Họ chuẩn bị một món canh gạo đặc biệt cho 11 tháng tuổi của chúng tôi khi anh ta bị dị ứng với trứng mà anh ấy rất thích. Bữa sáng thay đổi từ mì tươi chuẩn bị tuyệt vời với rau và đáp ứng, súp mì tươi chuẩn bị cho trứng chiên lạnh. Vào một số ngày, chúng tôi cũng nhận được trái cây tươi từ gia đình xuất hiện trong căn hộ của chúng tôi.
Trong khi chúng tôi đã có gia đình đã có một số thực đơn ép làm cho rằng bữa ăn sáng có thể là trứng chiên hoặc mì. Tôi muốn khuyên bạn nên nói với họ rằng bạn ăn bất cứ thứ gì và xem những gì bạn nhận được. Chúng tôi đã có một số bữa sáng tuyệt vời nằm ngoài các lựa chọn này.

Chúng tôi đã may mắn đến thăm vào ngày của người phụ nữ Việt Nam nên chúng tôi được mời đến một bữa tiệc nhỏ mà các nhân viên đã có. Mặc dù họ không thể nói tiếng Anh nhưng họ đã chia sẻ bia và thức ăn với chúng tôi.

Lisa, chủ nhà đã làm việc tại một khách sạn khá gần trong thời gian chúng tôi ở lại và mời chúng tôi sử dụng các cơ sở. Chúng tôi đã dành một ngày tại khách sạn sử dụng hồ bơi và ăn trưa vui vẻ.

Nhìn chung, chúng tôi đã có một tuần tuyệt vời, chủ nhà đã rõ ràng rằng nếu chúng tôi muốn hoặc cần bất cứ điều gì mà chúng tôi chỉ cần hỏi. Họ có sức chứa của gia đình chúng tôi và thậm chí được cung cấp cho nhân viên của họ để giữ trẻ, làm sạch hoặc giặt của chúng tôi.",Lisa H,12,Tháng 10 năm 2017,3, đã viết đánh giá vào thg 10 2017,Đã du lịch với gia đình,4,HillSide Homestay Hue,N/A,https://www.tripadvisor.com.vn/Profile/Z4269UTlisah,"Căn hộ 2 giường, máy chủ thân thiện và thân thiện.",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or5-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi dành 2 đêm và có một khoảng thời gian tuyệt vời. Nhân viên thân thiện và nồng nhiệt chào đón chúng tôi khi chúng tôi đến nơi. Phòng được sạch sẽ với một bancony lớn, chúng ta hãy có một tách trà khi bạn thức dậy để tận hưởng những khoảnh khắc rất peacful. Các homestay là gần trung tâm và đặc biệt bạn có thể làm bữa ăn tối BBQ của riêng bạn và đầu bếp sẽ giúp bạn.",Hongle83,14,Tháng 9 năm 2017,2, đã viết đánh giá vào thg 10 2017,Đã du lịch với bạn bè,5,HillSide Homestay Hue,"Phan Rang-Tháp Chàm, Việt Nam",https://www.tripadvisor.com.vn/Profile/Hongle83,Ấm áp và thân thiện,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12595384-Reviews-or10-HillSide_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d17511548-Reviews-Dat_Anh_Hotel-Hue_Thua_Thien_Hue_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d1147950-Reviews-Hue_Sports_2_Hotel-Hue_Thua_Thien_Hue_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Mình đến Huế vào cuối tháng 8/2018 và đã đặt phòng tại đây. Ở đây, nhân viên rất nhiệt tình, vui vẻ, lại thân thiện, họ đã tận tình chia sẻ những nơi mình nên tham quan/ ăn uống ở Huế, phòng thì vô cùng sạch sẽ, phòng mình là phòng đôi, có cửa sổ thoáng mát, nhà vệ sinh sạch sẽ, được chuẩn bị đầy đủ các vật dụng cần thiết mà không bị tính tiền thêm. Mình rất thích Rubis Hostel.",Expedition383324,3,Tháng 8 năm 2018,1, đã viết đánh giá vào thg 9 2018,N/A,5,Nhà nghỉ Rubis,"Thành phố Hồ Chí Minh, Việt Nam",https://www.tripadvisor.com.vn/Profile/Expedition383324,Là một nơi đáng nhớ <3,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Không chắc vị trí nhà nghỉ có tính là ok ko. Đại khái là nó cách sân bay 15p taxi và đi xe máy ra phố lớn cũng không xa. Tuy nhiên con đường hơi xấu nhưng đây là tình trạng chung nhiều con đường ở huế. Anh chủ cực thân thiện, nói năng nhỏ nhẹ và cực đáng yêu, đúng chất người huế. Anh ý chỉ bọn mình bao nhiêu là chỗ đi chơi cảnh đẹp mà bọn mình lười quá đi được ít. Mình thấy nhà nghỉ này được khá nhiều khách du lịch nước ngoài theo kiểu đi du lịch tự túc thuê. Thế nên cách bố trí sảnh cũng khá phù hợp với du khách nước ngoài. Phòng mình có 3 giường đôi đủ 6ng thuê nhưng nhóm mình 7ng nên mất thêm chút phụ phí tuy nhiên giá cả khá ok. Phòng ốc sạch sẽ có điều hòa ban công cửa sổ đón ánh nắng, nhà vs có nóng lạnh vòi sen và tủ quần áo, tv có dịch vụ mytv của viettel, bàn uống nước.",Thu Hương P,13,Tháng 7 năm 2018,5, đã viết đánh giá vào thg 7 2018,N/A,4,Nhà nghỉ Rubis,N/A,https://www.tripadvisor.com.vn/Profile/Go722879,Một nhà nghỉ khá ok,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Phòng ốc mới, chất lượng phòng đạt chuẩn, phục vụ nhiệt tình và quan trọng nhất là giá cả hợp lý! Vị trí thì gần bến xe, siêu thị Big C rất phù hợp cho du khách như mình. Nếu có dịp trỏ lại Huế mình chắc chắn sẽ lựa chọn nơi này.",phi p,1,Tháng 11 năm 2017,N/A, đã viết đánh giá vào thg 12 2017,N/A,5,Nhà nghỉ Rubis,N/A,https://www.tripadvisor.com.vn/Profile/phip45,Nhận xét,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Nhân viên thân thiện, đáng yêu. Phòng sạch gọn gàng. Mình thuê xe máy tại chỗ luôn với giá khá tốt. Mọi thứ đều tuyệt vời. Lần sau có dịp ghé thăm lại Huế thì vẫn sẽ chọn nhà nghỉ này để làm nơi chốn.",lomg1509996,1,Tháng 8 năm 2017,1, đã viết đánh giá vào thg 8 2017,N/A,5,Nhà nghỉ Rubis,N/A,https://www.tripadvisor.com.vn/Profile/lomg1509996,Thật sự tốt,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Toi duoc ban gioi thieu ve Rubis Hostel. Nhan vien o day rat than thien. Phong nghi cua toi o tang 3, co cua so co the nhin ra nui, cay coi xung quanh. Phong rong rai va rat sach, diem cong la co khu vuc cf mien phi o tang 1. Cam on Rubis rat nhieu",Huong L,5,Tháng 2 năm 2017,1, đã viết đánh giá vào thg 7 2017,N/A,5,Nhà nghỉ Rubis,Vietnam,https://www.tripadvisor.com.vn/Profile/huongl290,"Nhan vien than thien, phong sach dep",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html
"Điều đầu tiên mình thấy nhân viên ở đây rất dễ thương, giá cả phù hợp, phòng sạch sẽ , các thiết bị điện oke , tuy vậy vì phòng của mình ở trên tầng thượng nên phòng có muỗi hy vọng nhà nghỉ sẽ khắc phục tình trạng này, ah mình có lời khen cho bạn lễ tân nam rất hiếu khách và tận tình! Nếu có dịp quay lại Huế mình sẽ tiếp tục ở nhà nghỉ này.",chính trực N,5,Tháng 7 năm 2017,10, đã viết đánh giá vào thg 7 2017,Đã du lịch theo đôi,4,Nhà nghỉ Rubis,"Thành phố Hồ Chí Minh, Việt Nam",https://www.tripadvisor.com.vn/Profile/ch_nhtr_cn,Chuyến du lịch Huế 1 ngày,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or5-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Phòng rất sạch sẽ, thoáng mát và khá rộng. Ngoài ra, nhân viên và chủ rất nhiệt tình và thân thiện với chúng tôi. Nếu có cơ hội về Huế, chúng tôi sẽ tiếp tục chọn nhà nghỉ này.
Nhà nghỉ cũng rất gần trung tâm tầm 1,5- 2km, nhà nghỉ lại nằm sát bến xe rất tiện cho chúng tôi đi Đà Nẵng.",ph_ngn685,1,Tháng 7 năm 2017,N/A, đã viết đánh giá vào thg 7 2017,Đã du lịch với bạn bè,5,Nhà nghỉ Rubis,"Huế, Việt Nam",https://www.tripadvisor.com.vn/Profile/ph_ngn685,Rất tuyệt vời( perfect),https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or5-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi đến ký túc xá bị thương vì một tai nạn xe máy nhưng nhân viên lễ tân và chủ sở hữu vô cùng hữu ích và chân thành trong việc giúp đỡ. Chủ nhà đích thân đưa tôi đến tiệm thuốc tây, siêu thị và trạm xe buýt; và đề xuất một số địa điểm ngân sách thực sự cực kỳ rẻ.

Anh ta thậm chí còn đi thêm một dặm nữa để sắp xếp phương tiện đi lại cho bạn tôi và tôi với giá cả hợp lý của địa phương, và sắp xếp cho xe máy của chúng tôi được gửi từ Huế đến Hà Nội.

Rat khuyen khich. Sẽ trở lại cùng một nhà trọ nếu tôi ghé thăm Huế một lần nữa.",Ambrose C,1,Tháng 5 năm 2018,N/A, đã viết đánh giá vào thg 5 2018,Đã du lịch với bạn bè,5,Nhà nghỉ Rubis,N/A,https://www.tripadvisor.com.vn/Profile/ambrosec361,Rat khuyen khich,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or5-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi ở lại đây trong 1 đêm - chúng tôi đã mang Rin đến phòng của chúng tôi bởi Rin chủ nhân khi trời mưa và chúng tôi lạnh. Ông cũng vẽ cho chúng tôi một bản đồ cho một nhà hàng chay / ăn chay gần đó. Chúng tôi cần đến Lào vào ngày hôm sau và anh ấy đến nhà ga cho chúng tôi vào ban đêm để kiểm tra giờ tàu. Sáng hôm sau, chúng tôi đã đấu tranh để giao tiếp với các nhân viên đào tạo và anh ấy đến giúp chúng tôi thực sự sớm vào buổi sáng. Thật là một con người tuyệt vời - rất thân thiện, hữu ích và gặp anh ấy là một trong những điểm nổi bật của thời gian chúng tôi đi du lịch khắp châu Á. Chúng tôi chắc chắn sẽ quay lại gặp anh ấy nếu chúng tôi trở về Huế. Cảm ơn Rubis và Rin. . . .",Tanya LAVO,10,Tháng 11 năm 2017,3, đã viết đánh giá vào thg 3 2018,Đã du lịch theo đôi,5,Nhà nghỉ Rubis,"Ireland’s Ancient East, Ireland",https://www.tripadvisor.com.vn/Profile/tanyalavo,"Tuyệt vời Rin chủ sở hữu, và Tank ?? chào đón - dịch vụ tuyệt vời - không thể yêu cầu một kỳ nghỉ tốt hơn",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or5-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Mặc dù hơi khó tìm, vì nó không nằm ở con đường chính, đây là một nơi rất đẹp để ở. Các phòng được sạch sẽ và ấm cúng và bữa ăn sáng là tốt. Các máy chủ đã được rất tốt đẹp và thân thiện và mất thời gian để giải thích cho chúng tôi những điểm thu hút chính của thành phố.",Monica N,16,Tháng 2 năm 2018,2, đã viết đánh giá vào thg 2 2018,Đã du lịch với bạn bè,5,Nhà nghỉ Rubis,N/A,https://www.tripadvisor.com.vn/Profile/MonicaN1760,Nơi rất đẹp,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or5-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Nhà trọ do một gia đình trẻ quản lý. Chúng cực kỳ hữu ích trong mọi cách có thể. Họ thuê một chiếc xe để chúng tôi đón chúng tôi ở sân bay Nang và đưa chúng tôi đến Hué. Trong chuyến thăm của chúng tôi, họ đã cho chúng tôi lời khuyên về những nơi chúng tôi nên ghé thăm.
Mặc dù lúc đầu chúng tôi có ấn tượng xa trung tâm, nhưng nó không thực sự. Tất cả các chuyến taxi đều có giá 50 k đồng. 7 người ô tô, luôn luôn.
Họ cũng đặt vé xe buýt cho Hội An và trả tiền cho họ, và bao gồm giá trong kiểm tra ký túc xá. Mọi thứ đều tốt và rất rẻ.
Họ cũng có dịch vụ giặt ủi, cũng rẻ.",Marian C,52,Tháng 2 năm 2018,8, đã viết đánh giá vào thg 2 2018,Đã du lịch với bạn bè,5,Nhà nghỉ Rubis,"Cluj-Napoca, Romania",https://www.tripadvisor.com.vn/Profile/213marianc,Hầu hết những người hữu ích,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d10364024-Reviews-or10-Rubis_Hostel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
Thật là một người chủ tuyệt vời Đức và gia đình anh ấy. Mọi thứ đã được chuẩn bị tốt và sạch sẽ và anh ấy nấu một bữa sáng và bữa tối ngon miệng. Anh ấy cũng rất am hiểu những điều thú vị để làm ở Huế. Tôi thậm chí phải xem trận bóng đá với gia đình anh ấy. Anh ấy nói được một ít tiếng Anh và thông thạo tiếng Anh và tiếng Pháp.,KFTse,4,Tháng 12 năm 2018,N/A, đã viết đánh giá vào thg 12 2018,Đã du lịch một mình,5,Maison Vu Tri Vien,"Vancouver, Canada",https://www.tripadvisor.com.vn/Profile/kftse88,Lòng hiếu khách tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d8285375-Reviews-Maison_Vu_Tri_Vien-Hue_Thua_Thien_Hue_Province.html
"Maison Vu Tri Vien nằm trên một con đường yên tĩnh (gần nơi bản đồ Trip Advisor hiện đang cho biết) nằm trong khoảng cách đi bộ từ Thành phố Hoàng gia (The Citadel).
Làm hài lòng bữa ăn sáng nhẹ đặt chúng tôi trong ngày.
Mặc dù tiếng Pháp là ngôn ngữ thứ hai được ưu tiên của Đức, nhưng giao tiếp bằng tiếng Anh không phải là vấn đề.
Tôi nên tận dụng cơ hội đó, những vị khách khác đã làm, và để Đức tổ chức một chuyến du ngoạn trên sông trong một ngày đến những ngôi mộ.",Steve R,67,Tháng 4 năm 2018,11, đã viết đánh giá vào thg 5 2018,Đã du lịch theo đôi,5,Maison Vu Tri Vien,"Eastleigh, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/942stever,Chỗ ở hoàn hảo cho chuyến tham quan Huế,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d8285375-Reviews-Maison_Vu_Tri_Vien-Hue_Thua_Thien_Hue_Province.html
"Chúng tôi ở lại với gia đình đáng yêu và trôi chảy tiếng Pháp không may cho một đêm duy nhất, lòng hiếu khách của họ chắc chắn là một trong những điểm nổi bật của kỳ nghỉ Việt Nam của chúng tôi. Chúng tôi đã được phục vụ một bữa ăn tối ngon miệng bao gồm một số bia và rượu vang và đã giao lưu với các du khách Pháp khác. Các bữa ăn sáng cũng là một điều trị tốt đẹp. Tôi hết lòng khuyên bạn nên ở lại đây nếu dừng lại ở Huế.",FilipCh2014,48,Tháng 4 năm 2017,14, đã viết đánh giá vào thg 4 2017,Đã du lịch theo đôi,5,Maison Vu Tri Vien,"Prague, Cộng hòa Séc",https://www.tripadvisor.com.vn/Profile/FilipCh2014,Chính hãng homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d8285375-Reviews-Maison_Vu_Tri_Vien-Hue_Thua_Thien_Hue_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
"Khách sạn mới xây nên còn rất mới, tiện nghi khá đầy đủ, sạch sẽ và view khá ổn, nhân viên khá nhiệt tình. Tuy nhiên mặt đường phía trước còn đang làm nên nhìn bên ngoài còn khá nhếch nhác, lối dẫn lên khá hẹp. Nhìn chung mọi thứ khá ổn.",nhanhim19021994,10,Tháng 10 năm 2017,3, đã viết đánh giá vào thg 10 2017,N/A,4,Hue Family Boutique Homestay,"Huế, Việt Nam",https://www.tripadvisor.com.vn/Profile/nhanhim19021994,Khách sạn khá tốt và sạch sẽ...,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
"Rất thân thiện với nhân viên giỏi nói tiếng Anh! Lựa chọn tốt của bữa ăn sáng, WiFi tốt, con không khí tốt. Chúng tôi thuê xe đạp ở đây cũng như lái xe xung quanh thị trấn. Đó là trên con đường chính ở Huế nên không xa để đi bộ đến một số quán bar và nhà hàng tuyệt vời. Rất khuyên!",Adam C,20,Tháng 7 năm 2018,28, đã viết đánh giá vào thg 7 2018,N/A,5,Hue Family Boutique Homestay,"Birmingham, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/H8996EOadamc,Phải ở lại Huế!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
Chúng tôi ở lại hai đêm trong homestay và mọi thứ thật tuyệt vời! Các nhân viên đã thực sự thân thiện và hữu ích (họ đã giúp chúng tôi lên kế hoạch chuyến đi của chúng tôi đến các hang động Phong Nha và đặt xe buýt của chúng tôi). Các phòng đều đẹp và sạch sẽ!,juliadagny24,8,Tháng 6 năm 2018,N/A, đã viết đánh giá vào thg 6 2018,N/A,5,Hue Family Boutique Homestay,"Cologne, Đức",https://www.tripadvisor.com.vn/Profile/juliadagny24,Tuyệt vời homestay,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12459737-Reviews-Hue_Family_Boutique_Homestay-Hue_Thua_Thien_Hue_Province.html
